行业,岗位大类,岗位细分,岗位具体名称,code,最低薪资,最高薪资,资质要求1,资质要求2,学历要求,标签,职位描述,所属公司,所属公司_code,公司介绍,公司所在行业,公司性质,公司规模,公司所在地,公司标签,刷新时间,【关键词1】前,【词1-词2】,【词2后】,工作内容（总的）,简历要求,截止日期,职位所在地,网站链接
互联网/IT,技术,通信技术,有机合成研究员（上海）,inn_upgdcu4zzesf,8000,13000,应届生,毕业1年内,本科,五险一金;定期体检;绩效奖金;餐补;商业险;项目奖金,有机化学;有机合成,联化科技股份有限公司,com_bzsri7jrdv14,联化科技是一家领先的化学和技术解决方案提供商，致力于服务全球农药、医药、功能化学品以及设备与工程技术,化工/能源/环保,股份制企业,2000人以上,浙江/台州,,2022-04-20 11:57:34, ,"1、实施项目小试开发；
2、中试、生产项目技术支持；
3、 实验室仪器、设备维护。","1、 本科及以上学历，有机化学、应用化学或化学类相关专业；
2、 持续学习能力；富有责任感和团队合作精神。
工作地点为浙江台州或者上海浦东
 "," 
岗位职责：
1、实施项目小试开发；
2、中试、生产项目技术支持；
3、 实验室仪器、设备维护。
任职要求：
1、 本科及以上学历，有机化学、应用化学或化学类相关专业；
2、 持续学习能力；富有责任感和团队合作精神。
工作地点为浙江台州或者上海浦东
 ",中文,2022-12-31,上海市浦东新区康新公路3399弄9号联化科技（上海）有限公司,https://www.shixiseng.com/intern/inn_upgdcu4zzesf?pcm=pc_SearchList
互联网/IT,技术,销售技术支持,销售管培生（2022届）,inn_0ee0m0bcuh6t,7000,8000,应届生,,本科,带薪年假;节日福利,office;沟通能力;逻辑思维,天味食品,com_gdskuq0cdhl8,一家集研发、生产、销售为一体的大型川味复合调味料生产企业,快消/百货/批发/零售,股份制企业,2000人以上,四川/成都,发展前景;逗比工作氛围,2022-04-06 10:15:44,,,," 
工作地点：全国可选
岗位说明：
1、完成公司下发的销售各项指标，合理使用公司资源投入；
2、渠道维护及市场终端维护；
3、经销商客户开发、维护与管理；
4、促销活动的推进执行与检核。
任职要求：
1、热爱营销工作，具备较好的沟通表达及协作能力
2、能主动发现并解决问题，有较好的学习能力
3、抗压性强，能接受出差和异地
4、在大学期间有学生会、社团实践经验的优先。",中文,2022-05-31,四川省成都市,https://www.shixiseng.com/intern/inn_0ee0m0bcuh6t?pcm=pc_SearchList
互联网/IT,软件,软件,Java开发工程师,inn_2g3sla6xo2kk,6000,12000,应届生,毕业1年内,本科,弹性工作;餐补;定期团建;商业险;五险一金;带薪年假;高提成;提供住宿;节日福利;下午茶,Java;后端;算法, 创通联达,com_v8hn9lkkrfzd,重庆创通联达智能技术有限公司,互联网/游戏/软件,外资企业,150-500人,重庆,大公司平台;高新科技;全是年轻人,2020-09-10 11:39:43,,,," 
职位描述
1. 负责创达业务（智能手机、智能汽车、智能物联网、智能视觉等）某一技术领域的研发工作
2. 负责应用前沿技术（Webassembly，flutter等）的预研
3. 负责操作系统应用编程框架（JS，SDK，相关服务）的设计与开发
4. 负责操作系统应用层多框架（图形系统，多媒体系统，camera子系统，通信子系统等）的设计与开发
5. 负责和操作系统应用编程相关工具（构建，编译，调试，自动化测试，IDE工具等）的设计/开发
6. 负责操纵系统应用层相关问题的分析与解决
 
任职资格
1. 统招一本及以上学历，计算机相关专业
2. 热爱软件编程，熟练掌握JAVA编程语言，玩转Android操作系统，有良好的编程习惯
3. 具备优秀的学习能力和深入思考能力, 善于刨根问底, 对具有挑战性的问题充满激情
4. 具备良好的英文或其他语言读写能力，拥有CET6级、其他语言证书、计算机相关比赛/实习经历者优先考虑",不限,2022-09-08,重庆市渝北区仙桃数据谷,https://www.shixiseng.com/intern/inn_2g3sla6xo2kk?pcm=pc_SearchList
互联网/IT,技术,通信技术,工程技术管培生-工程项目开发（上海）,inn_zzmy0bv4yofs,10000,12000,应届生,毕业1年内,硕士,轮岗培训;一对一带教;弹性工作制;年终奖;周末双休;活动丰富;免费班车;不打卡;团队专业;多元化&包容,化学工程与工艺;机械工程,空气化工,com_bom8w0bygyyl,500强美资企业，全球四大气体公司之一，大平台大发展,化工/能源/环保,外资企业,2000人以上,上海市/上海,大集团背景;公司很美;这里有梦想,2022-03-03 15:43:04,,,,"空气产品公司未来领袖管培生项目，是公司对未来人才培养的一项长期战略投资，旨在招募顶尖的应届大学毕业生，将他们培养成推动创新、为企业和社会创造价值的未来领袖。
作为全球历史最为悠久的领导人才输送计划之一，该计划已经在美国和欧洲实施了60多年，于2004年登陆中国，不断为公司输送各类年轻人才，涵盖工程技术、生产运营、数字技术、销售市场、业务支持等各类职能。
 
- 充满挑战的轮岗学习：每位管培生都将在公司内部不同领域的多个职位中培养和发展自己的技术和兴趣。通常在加入公司的前两年，管培生将完成富有挑战性的三个不同职位的轮岗。
- 完善充实的培训计划：在为期两年的轮岗过程中，我们为每一段轮岗都设置了明确的学习目标和完整的培训计划，并设置了一对一的资深经理或导师予以帮助和指导。
- 丰富有趣的业余活动：所有管培生都将加入公司职业发展计划理事会组织（Career
Development Program Council）中，通过参与和组织形式丰富的各类活动了解公司文化，拓展内部人脉。
 
 
The Engineering Development Program is Air Products’ graduate training and development program. Its purpose is to develop Air Products’ future engineers, managers and leaders by providing opportunities for fresh graduates (EDP engineers) to learn the Company’s business, products, technologies and operating methods in their early careers through a series of rotational assignments.
	The EDP engineer will fulfill 3 x8 months assignments in different groups within LASU Proposal Management, product and Mid-Cryo Proposal Management. The locations for these assignments are at Air Products Asia Engineering, Zhangjiang, Shanghai.
	Every EDP engineer is assigned a senior manager as a mentor to guide and advise them as they progress through the program.
	For each assignment, the specific learning, project-related objectives and job description will be discussed, agreed and commented at the beginning between EDP and the assignment manager. The emphasis for each assignment will be on on-the-job training.
	The EDP engineer is encouraged to seek advice, coaching and support from their colleagues.
The Proposal Development Engineer is typically the individual who is assigned responsibility from the technical aspects for leading a proposal team in defining and completing the proposal, cost estimate and associated documentation. The Proposal Development Engineer assumes ownership of the proposal to develop the scope, technical requirements, schedule and cost to meet the customer’s requirements in line with the Commercial Strategy.
 
	Recent postgraduate, with bachelor or master’s degree in engineering.
	Excellent English skills, both written and oral; skillful in use of PC software tools.
	Open, proactive and willing to learn.",不限,2022-04-30,上海市浦东新区张江高科技园区祖冲之路887弄88号楼,https://www.shixiseng.com/intern/inn_zzmy0bv4yofs?pcm=pc_SearchList
互联网/IT,技术,数据分析,生物分析研究员（生物药）,inn_gzlkcbegozw4,6000,11000,应届生,毕业1年内,本科,年终奖;免费班车;朝九晚五;年度旅游;补充公积金;10天/年带薪,流式细胞;PCR;ELISA,上海熙华,com_38pzpcpopixa,熙华以药物检测为核心，为全球制药业提供高质量高效率的从成药性研发到批准上市的一体化服务。,医疗/健康/制药/生物,民营企业,500-2000人,上海市/上海,医药;研发;高新技术;生物;化学,2022-03-17 02:12:31,,"您将从事大分子药物临床样本的生物分析工作，包括抗体药物，抗体药物偶联物，重组蛋白或者血液制品等大分子药物的PK, ADA, Nab和生物标志物的分析。您将会得到系统的法规,SOP培训以及实验技能培训；您将会有机会学习ELISA, ECL，Luminex，Ella，PCR，流式细胞等分析平台；您将在GLP体系下，根据中国，美国和欧洲等国的GLP/GCP法规，生物分析指导原则以及业内的白皮书进行相关分析方法的开发，验证以及样品检测；您将会有机会参与药物的一期到三期临床研究的样品检测，亲身参与大分子药物的临床开发，为药物的成功上市，并惠及患者做出一份贡献；您的实验技能，法规遵循将会得到提高，您将会有机会从分析研究员成长为项目负责人。
 "," 
1. 生物医药相关专业的应届本科及以上学历；
2. 了解ELISA、PCR、流式细胞等技术；
3. 有GLP实验室分析经验者优先；
4. 英文读写能力良好；
5. 熟练运用办公软件；
6. 头脑清晰、逻辑性强、具备良好的沟通能力；
7. 责任心强，具有团队合作精神。
 ","岗位职责：
您将从事大分子药物临床样本的生物分析工作，包括抗体药物，抗体药物偶联物，重组蛋白或者血液制品等大分子药物的PK, ADA, Nab和生物标志物的分析。您将会得到系统的法规,SOP培训以及实验技能培训；您将会有机会学习ELISA, ECL，Luminex，Ella，PCR，流式细胞等分析平台；您将在GLP体系下，根据中国，美国和欧洲等国的GLP/GCP法规，生物分析指导原则以及业内的白皮书进行相关分析方法的开发，验证以及样品检测；您将会有机会参与药物的一期到三期临床研究的样品检测，亲身参与大分子药物的临床开发，为药物的成功上市，并惠及患者做出一份贡献；您的实验技能，法规遵循将会得到提高，您将会有机会从分析研究员成长为项目负责人。
 
任职要求：
 
1. 生物医药相关专业的应届本科及以上学历；
2. 了解ELISA、PCR、流式细胞等技术；
3. 有GLP实验室分析经验者优先；
4. 英文读写能力良好；
5. 熟练运用办公软件；
6. 头脑清晰、逻辑性强、具备良好的沟通能力；
7. 责任心强，具有团队合作精神。
 ",中文,2022-12-31,上海市浦东新区芙蓉花路118号,https://www.shixiseng.com/intern/inn_gzlkcbegozw4?pcm=pc_SearchList
互联网/IT,技术,通信技术,测试工程师,inn_b1x59nv5cz8e,10000,15000,应届生,,本科,生日会;定期团建;餐补;年终奖,测试;硬件测试;可靠性测试;EMC测试,鱼跃集团,com_2u6f0pzikgiv,鱼跃医疗，1998年成立，中国A股上市公司。,医疗/健康/制药/生物,民营企业,2000人以上,全国,上市公司;办公环境优美;老板超奈斯;团队好;五险一金,2021-12-09 17:28:56,," 
1.对公司的产品，根据标准，制定测试方案，进行各项性能指标的测试，电气，结构可靠性测试，完善内部测试标准；
2.完成测试评估工作，评估产品是否符合相关标准及产品规格书；
3.独立完成相关测试并记录相关数据，并按照要求整理测试文档。
 
 "," 
1.本科以上学历，理工科专业优先；
2.熟悉消费者类电子产品相关测试：如性能、应力、EMC、安规、可靠性的测试过程；
3.英语四级以上，能阅读基本英文测试标准及技术资料。","岗位职责
 
1.对公司的产品，根据标准，制定测试方案，进行各项性能指标的测试，电气，结构可靠性测试，完善内部测试标准；
2.完成测试评估工作，评估产品是否符合相关标准及产品规格书；
3.独立完成相关测试并记录相关数据，并按照要求整理测试文档。
 
 
任职要求
 
1.本科以上学历，理工科专业优先；
2.熟悉消费者类电子产品相关测试：如性能、应力、EMC、安规、可靠性的测试过程；
3.英语四级以上，能阅读基本英文测试标准及技术资料。",中文,2022-05-31,玄武区徐庄软件园,https://www.shixiseng.com/intern/inn_b1x59nv5cz8e?pcm=pc_SearchList
互联网/IT,技术,后端,后端开发工程师（J10046）,inn_6dz6thkbhbv4,8000,15000,应届生,,不限,周末双休;带薪年假;实习津贴;五险一金,JAVA,华声医疗,com_3h2orjib1b2p,一家拥有完全自主知识产权，集研发、制造、营销为一体的中国国家高新技术企业,医疗/健康/制药/生物,民营企业,150-500人,广东/深圳,福利佳;办公环境优美;高成长;生日惊喜;精英共事;晋升快,2021-11-03 10:22:22, ,"1、依据详细需求进行模块软件设计，与开发组长及相关开发人员进行讨论确认，保证软件设计与需求的匹配性；；
2、根据项目开发计划，按进度完成模块开发，确保质量稳定，以合理的方式解决故障；
3、遵循开发设计规范，包括但不限于编码规范，每日创建与单元测试，编译警告与静态代码检查等，保证开发的合理规范性；
4、依据设计原则提炼可复用模块，在使用过程中不断完善接口，并为这些可复用模块提供文档与单元测试，保证后端开发工作的正常运行；
5、根据外部反馈分析和解决软件发布后出现的故障；
6、从用户需求、开发需求等多角度分析不同产品平台的差异，通过解耦的设计将平台分离，支持多个产品同步开发，确保多个平台的开发工作有效开展。",1、本科以上学历，计算机、软件工程等相关专业；," 
岗位职责：
1、依据详细需求进行模块软件设计，与开发组长及相关开发人员进行讨论确认，保证软件设计与需求的匹配性；；
2、根据项目开发计划，按进度完成模块开发，确保质量稳定，以合理的方式解决故障；
3、遵循开发设计规范，包括但不限于编码规范，每日创建与单元测试，编译警告与静态代码检查等，保证开发的合理规范性；
4、依据设计原则提炼可复用模块，在使用过程中不断完善接口，并为这些可复用模块提供文档与单元测试，保证后端开发工作的正常运行；
5、根据外部反馈分析和解决软件发布后出现的故障；
6、从用户需求、开发需求等多角度分析不同产品平台的差异，通过解耦的设计将平台分离，支持多个产品同步开发，确保多个平台的开发工作有效开展。
任职要求：
1、本科以上学历，计算机、软件工程等相关专业；",中文,2022-06-30,,https://www.shixiseng.com/intern/inn_6dz6thkbhbv4?pcm=pc_SearchList
互联网/IT,技术,技术管理,C++服务端工程师,inn_aqxlfdp2v7ap,8000,12000,应届生,,本科,免费三餐;年终奖;周末双休;带薪年假;下午茶,C++;服务端,乐享元游,com_lyag75givcnn,致力于打造业界一流的手游研发公司,互联网/游戏/软件,民营企业,500-2000人,广东/广州,有情怀;团队优异;年轻;实践梦想,2022-01-10 11:29:04,," 
1、使用C++开发游戏逻辑功能，以服务端开发为主；
2、能与策划有效沟通，理解策划需求文档，完成相应的系统功能开发；
3、联运平台的联调对接。
 "," 
 
1、精通C++语言基础，熟悉STL以及常用算法和数据结构，有很强的实际应用能力；
2、掌握python或其它一种脚本语言者优先；
3、热爱游戏，了解游戏行业工作性质，有志于在游戏开发方向发展；
4、责任感强，工作认真负责，富于团队精神和敬业精神，具备独立解决问题的能力。","岗位职责
 
1、使用C++开发游戏逻辑功能，以服务端开发为主；
2、能与策划有效沟通，理解策划需求文档，完成相应的系统功能开发；
3、联运平台的联调对接。
 
任职要求
 
 
1、精通C++语言基础，熟悉STL以及常用算法和数据结构，有很强的实际应用能力；
2、掌握python或其它一种脚本语言者优先；
3、热爱游戏，了解游戏行业工作性质，有志于在游戏开发方向发展；
4、责任感强，工作认真负责，富于团队精神和敬业精神，具备独立解决问题的能力。",中文,2022-07-31,广州市天河区龙口东路龙泽商业大厦2层,https://www.shixiseng.com/intern/inn_aqxlfdp2v7ap?pcm=pc_SearchList
互联网/IT,技术,移动开发,python开发,inn_mk0cou3elp7p,8000,12000,应届生,,本科,项目奖金;餐补;地铁周边;五险一金;绩效奖金;周末双休,Python,思特奇,com_anjezeftuzks,国内领先的电信运营商核心业务系统软件厂商,互联网/游戏/软件,股份制企业,2000人以上,武汉,牛逼团队;扁平化管理;健康;实干;可以转正;上升通道;前景发展好,2021-12-08 14:09:03,," 
1、参与部门智慧运营平台的设计、实现和维护；
2、参与系统框架和核心代码的实现，解决开发过程中的遇到的技术问题;
3、参与python技术相关产品的规划、设计、开发、测试等；
4、参与软件工程文档、产品文档编写，满足公司质量规范要求；
 "," 
1、本科统招学历，可签三方
2、良好的学习能力和结构化系统思维能力；
3、良好的团队合作意识和工作责任心；
4、获得四级英语专业证书且在校成绩优秀；
 
工作地点：长沙、北京等省会城市 ","岗位职责
 
1、参与部门智慧运营平台的设计、实现和维护；
2、参与系统框架和核心代码的实现，解决开发过程中的遇到的技术问题;
3、参与python技术相关产品的规划、设计、开发、测试等；
4、参与软件工程文档、产品文档编写，满足公司质量规范要求；
 
任职要求
 
1、本科统招学历，可签三方
2、良好的学习能力和结构化系统思维能力；
3、良好的团队合作意识和工作责任心；
4、获得四级英语专业证书且在校成绩优秀；
 
工作地点：长沙、北京等省会城市 ",中文,2022-07-16,全国职位，详情在职位描述中说明,https://www.shixiseng.com/intern/inn_mk0cou3elp7p?pcm=pc_SearchList
互联网/IT,软件,Linux,软件工程师（linux驱动方向）,inn_mplmxmmrovaf,7000,12000,应届生,毕业1年内,本科,周末双休;五险一金,C++,国光集团,com_vnx5xalq95wm,国光电器股份有限公司始建于1951年，创立至今持续专注于电声、电子技术领域，是全球声学领域综合技术方案的解决者,互联网/游戏/软件,外资企业,2000人以上,广东/广州,有假期;导师培养;免费加班晚餐;地铁沿线;行业领先;五险一金齐全,2022-02-21 09:06:10, ,"1、 负责Qualcomm、Amlogic、Allwinner、MT000平台的驱动、内核开发及维护；
2、 与硬件开发人员共同制定软硬件接口，与上层软件开发人员共同制定驱动与上层软件接口；
3、 编写相关设计文档。协同测试等部门解决研发、生产测试及量产过程中出现的软件问题；
4、 参与重大技术问题的技术攻关，提升驱动软件开发水平。
 ","1、 本科及以上学历，计算机相关专业，具有良好的编程风格和较强的文档编写能力；
2、 熟练掌握C语言编写能力（具有C++能力更佳）；熟悉Linux内核及设备驱动的开发调试；熟悉Linux 000ernel的裁剪/移植；
3、 熟悉示波器/万用表等测试工具使用；
4、 具有较强的学习能力、良好团队合作意识、独立解决问题能力以及良好的沟通能力、责任心强。"," 
岗位职责:
1、 负责Qualcomm、Amlogic、Allwinner、MT000平台的驱动、内核开发及维护；
2、 与硬件开发人员共同制定软硬件接口，与上层软件开发人员共同制定驱动与上层软件接口；
3、 编写相关设计文档。协同测试等部门解决研发、生产测试及量产过程中出现的软件问题；
4、 参与重大技术问题的技术攻关，提升驱动软件开发水平。
 
任职资格：
1、 本科及以上学历，计算机相关专业，具有良好的编程风格和较强的文档编写能力；
2、 熟练掌握C语言编写能力（具有C++能力更佳）；熟悉Linux内核及设备驱动的开发调试；熟悉Linux 000ernel的裁剪/移植；
3、 熟悉示波器/万用表等测试工具使用；
4、 具有较强的学习能力、良好团队合作意识、独立解决问题能力以及良好的沟通能力、责任心强。",中文,2022-07-30,广州市花都区新华街镜湖大道8号,https://www.shixiseng.com/intern/inn_mplmxmmrovaf?pcm=pc_SearchList
互联网/IT,技术,数据挖掘,数据仓库工程师,inn_av1s1n8osnbk,7000,13000,应届生,,本科,节日福利;生日福利;带薪年假;周末双休,MySQL;数据库,国双,com_jasvoc2twroe,中国领先的企业级大数据和人工智能解决方案提供商,互联网/游戏/软件,民营企业,500-2000人,北京市/北京,实习机会多;和谐友爱;轻松自由;气氛好,2021-11-01 17:33:37, ,"1.项目产品交付开发：理解数仓项目模块的业务分析、模型设计，根据设计进行ETL编码，持续提升系统性能；
2.及时发现数仓项目产品中的问题，针对bug、优化点进行修复修改；
3.项目产品优化提升：参与数仓项目交付,ETL开发，解决开发中的技术跟业务难题；
4.参与技术选型，确定技术方向并进行实现。","1.扎实的SQL脚本能力；
2.熟悉Hadoop Hive、 MPP 、大型关系数据库等至少一种环境下的数据ETL开发；
3.了解数据仓库通用建设方法并有实际参与的项目经验；
4.对数据敏感，认真细致，善于从数据中发现疑点；
5.熟悉大数据平台生态组件；
6.了解Hive ，oracle，postgresql，Mysql,spark，hbase等不同环境的ETL开发特点；
7.了解Nosql数据库，如文档数据库（MongoDB）、Key-Value数据库（Redis）、图数据库（Neo4j）一种或多种；
8.了解YARN，MapReduce，Spark，Hive，Flink，Hbase等至少2种技术的使用。"," 
岗位职责：
1.项目产品交付开发：理解数仓项目模块的业务分析、模型设计，根据设计进行ETL编码，持续提升系统性能；
2.及时发现数仓项目产品中的问题，针对bug、优化点进行修复修改；
3.项目产品优化提升：参与数仓项目交付,ETL开发，解决开发中的技术跟业务难题；
4.参与技术选型，确定技术方向并进行实现。
任职要求：
1.扎实的SQL脚本能力；
2.熟悉Hadoop Hive、 MPP 、大型关系数据库等至少一种环境下的数据ETL开发；
3.了解数据仓库通用建设方法并有实际参与的项目经验；
4.对数据敏感，认真细致，善于从数据中发现疑点；
5.熟悉大数据平台生态组件；
6.了解Hive ，oracle，postgresql，Mysql,spark，hbase等不同环境的ETL开发特点；
7.了解Nosql数据库，如文档数据库（MongoDB）、Key-Value数据库（Redis）、图数据库（Neo4j）一种或多种；
8.了解YARN，MapReduce，Spark，Hive，Flink，Hbase等至少2种技术的使用。",中文,2022-08-31,江苏省苏州市 高新区佳兆业悦峰大厦17层,https://www.shixiseng.com/intern/inn_av1s1n8osnbk?pcm=pc_SearchList
互联网/IT,技术,销售技术支持,销售行政,inn_2ruxbptergop,4000,7000,应届生,毕业1年内,大专,周末双休,文员;助理;后勤,森迅海外,com_ucdqhzyl3s3r,为企业提供「一站式」专业服务跨境工商、财税、架构搭建、商标等业务,企业服务/咨询,外资企业,15-50人,广东/广州,发展潜力大;拼实力;好的晋升品台,2022-03-04 11:12:31, ,"1、部门资料、凭证等的收集、整理、检查、汇总数据、建档工作，为销售团队提供全面后勤支持；
2、与外部企业财务人员建立联系，核对资料及补充资料；
3、负责汇总客户资料、建立客户档案，并定期分析；协助上级对客户进行分级管理；
5、对接企业客户或者企业渠道，了解新政策并解答跟进相关疑问。
 
 ","1.大专或以上学历；
2.熟悉运用MicrosoftOffice办公软件；
3.具有较强的逻辑推理及分析能力；
4.具有良好的解决问题技巧、沟通能力。
 
企业福利：
薪酬待遇：具有行业具竞争力的薪酬体系：无责底薪+绩效奖金+提成+全勤；购买社保五险。
工作时间：五天7.5小时工作制，周末双休；享受国家法定节假日。
员工培训：公司为员工提供全方位专业、系统的培训，并实行一对一培训上岗。
公司文化：重视员工职业发展规划，注重挖掘员工潜力，鼓励员工发挥创新能力；晋升渠道透明。
员工活动：公司不定期组织各类文娱活动：聚餐、唱K、爬山、旅游、农家乐等。
 "," 
岗位职责：
1、部门资料、凭证等的收集、整理、检查、汇总数据、建档工作，为销售团队提供全面后勤支持；
2、与外部企业财务人员建立联系，核对资料及补充资料；
3、负责汇总客户资料、建立客户档案，并定期分析；协助上级对客户进行分级管理；
5、对接企业客户或者企业渠道，了解新政策并解答跟进相关疑问。
 
 
岗位要求：
1.大专或以上学历；
2.熟悉运用MicrosoftOffice办公软件；
3.具有较强的逻辑推理及分析能力；
4.具有良好的解决问题技巧、沟通能力。
 
企业福利：
薪酬待遇：具有行业具竞争力的薪酬体系：无责底薪+绩效奖金+提成+全勤；购买社保五险。
工作时间：五天7.5小时工作制，周末双休；享受国家法定节假日。
员工培训：公司为员工提供全方位专业、系统的培训，并实行一对一培训上岗。
公司文化：重视员工职业发展规划，注重挖掘员工潜力，鼓励员工发挥创新能力；晋升渠道透明。
员工活动：公司不定期组织各类文娱活动：聚餐、唱K、爬山、旅游、农家乐等。
 ",中文,2023-03-05,广州市天河区花城大道68号环球都会广场2411-2412,https://www.shixiseng.com/intern/inn_2ruxbptergop?pcm=pc_SearchList
互联网/IT,技术,移动开发,Salesforce开发工程师,inn_bqdpi43ryvh6,6000,8000,应届生,,本科,朝九晚五;定期体检;五险一金;带薪年假,Servicenow;CRM;后端开发;web开发;日语;Salesforce;Mulesoft,德勤,com_gjkoxibi1azs,协助各行业的领军企业及知名跨国公司完成信息化解决方案。,企业服务/咨询,外资企业,2000人以上,辽宁/大连,,2022-02-17 16:24:12," 
Salesforce/Mulesoft开发-Java后端开发
 ","工作内容：
基于客户企业需求，负责系统的后端开发工作。
包括Java开发、ERP系统二次开发等。
 
技能要求：
熟悉Java，SQL，ABAP，RPA，SalesForce，C#，ASP，.net，或数据库相关基础知识和开发。
 
专业要求：
2022年毕业，本科以上学历；
计算机科学与技术、软件工程、物联网、大数据等计算机、数学、信息技术与信息管理、数据科学等相关专业
 
通用要求：
毕业后有意向在大连信息技术咨询领域深耕发展；
对专业企业信息技术咨询及应用的未来职业发展充满激情
英语CET-4 或 日语N-2及以上或同等语言能力优先；
具有优秀的逻辑分析、解决问题及人际沟通能力
具有快速学习能力，富有团队合作精神
积极主动、善于自我激励，能够承受压力
通过考核后转正，每月均有考核转正机会
能够接受出差
 ",," 
Salesforce/Mulesoft开发-Java后端开发
 
工作内容：
基于客户企业需求，负责系统的后端开发工作。
包括Java开发、ERP系统二次开发等。
 
技能要求：
熟悉Java，SQL，ABAP，RPA，SalesForce，C#，ASP，.net，或数据库相关基础知识和开发。
 
专业要求：
2022年毕业，本科以上学历；
计算机科学与技术、软件工程、物联网、大数据等计算机、数学、信息技术与信息管理、数据科学等相关专业
 
通用要求：
毕业后有意向在大连信息技术咨询领域深耕发展；
对专业企业信息技术咨询及应用的未来职业发展充满激情
英语CET-4 或 日语N-2及以上或同等语言能力优先；
具有优秀的逻辑分析、解决问题及人际沟通能力
具有快速学习能力，富有团队合作精神
积极主动、善于自我激励，能够承受压力
通过考核后转正，每月均有考核转正机会
能够接受出差
 ",不限,2022-06-30,大连甘井子区腾飞软件园腾飞软件园8号楼,https://www.shixiseng.com/intern/inn_bqdpi43ryvh6?pcm=pc_SearchList
