公司简称,公司全称,公司性质,公司规模,公司所在行业,JD数量,公司所在地_1,公司所在地_2,公司排序
,金意陶,民营企业,2000人以上,房产/家居/建筑/物业,100,广东,佛山,5
,金斧子,民营企业,500-2000人,投资/经济/财会/金融,40,广东,深圳,6
,金时佰德,民营企业,50-150人,制造/汽车/机械,40,北京,北京,8
,金柿子传媒,民营企业,15-50人,广告/传媒/公关/展览,13,广东,珠海,9
,金琥汽车,民营企业,50-150人,汽车/机械/制造,28,四川,四川,8
,金瑞达,民营企业,15-50人,不限,24,北京,北京,9
,金电联行,民营企业,500-2000人,软件/互联网/游戏,19,北京,北京,6
,金睛云华,民营企业,50-150人,软件/互联网/游戏,55,辽宁省,沈阳市,8
,金科产业集团,民营企业,150-500人,房产/家居/建筑/物业,39,北京,北京,7
,金蚂蚁电商,民营企业,15-50人,互联网/游戏/软件,15,江苏,常州,9
,金蝶,外资企业,2000人以上,互联网/游戏/软件,63,广东省,深圳市,5
,金蝶软件,民营企业,2000人以上,互联网/游戏/软件,35,广东,深圳,5
,金融街研究院,社会团体,少于15人,金融/经济/投资/财会,5,北京,北京,10
,金财税大师,民营企业,150-500人,企业服务/咨询,20,上海,上海,7
,金赛药业,国有企业,2000人以上,生物/健康/制药/医疗,43,上海,上海,5
,金辉物业,外资企业,15-50人,房产/家居/物业/建筑,1,河北,石家庄,9
,金阳能源,股份制企业,500-2000人,化工/能源/环保,22,福建,泉州,6
,金隅集团,国有企业,2000人以上,房产/家居/建筑/物业,297,北京,北京,5
,金雅福,民营企业,500-2000人,快消/百货/批发/零售,179,广东省,深圳市,6
,金风科技,民营企业,2000人以上,化工/能源/环保,4,北京,北京,5
,金龙机电,股份制企业,2000人以上,电子/通信/硬件,23,广东省,东莞市,5
,金龙联合,民营企业,2000人以上,汽车/机械/制造,79,,,5
,釜川智能科技,民营企业,150-500人,汽车/机械/制造,14,江苏,无锡,7
,鉴智机器人,股份制企业,50-150人,软件/互联网/游戏,165,北京,北京,8
,鉴甄,民营企业,50-150人,医疗/健康/制药/生物,3,上海,上海,8
,鋆合能源,民营企业,15-50人,化工/能源/环保,34,湖北,武汉,9
,鑫东森,民营企业,150-500人,贸易/交通/物流,12,福建,厦门,7
,鑫伟创富,民营企业,50-150人,快消/百货/批发/零售,41,广东,广州,8
,鑫奥博科技 ,民营企业,50-150人,互联网/游戏/软件,12,北京,北京,8
,鑫洋集团,民营企业,500-2000人,房产/家居/物业/建筑,4,四川,泸州,6
,鑫源寰宇环保,民营企业,50-150人,化工/能源/环保,7,北京,北京,8
,鑫蓝海,民营企业,50-150人,汽车/机械/制造,16,上海,上海,8
,鑫诺克斯,外资企业,少于15人,交通/贸易/物流,28,上海,上海,10
,鑫豪瑞,民营企业,500-2000人,互联网/游戏/软件,7,广东,深圳,6
,钉子塑业,民营企业,15-50人,交通/贸易/物流,7,广东,广州,9
,钛朴资本,民营企业,少于15人,金融/经济/投资/财会,27,上海,上海,10
,钛核互动,民营企业,150-500人,软件/互联网/游戏,107,北京,北京,7
,钛锋智能,民营企业,15-50人,互联网/游戏/软件,10,,,9
,钜派集团,民营企业,500-2000人,金融/经济/投资/财会,4,上海,上海,6
,钧誉资产,民营企业,50-150人,投资/经济/财会/金融,50,广东,广州,8
,钫铖微电子,民营企业,50-150人,电子/通信/硬件,4,上海,上海,8
,钬信集团,股份制企业,2000人以上,金融/经济/投资/财会,10,北京,北京,5
,钰真,民营企业,150-500人,软件/互联网/游戏,133,上海,上海,7
,钰途,民营企业,15-50人,培训/教育,59,上海,上海,9
,钱大妈,外资企业,2000人以上,快消/百货/批发/零售,31,广东省,广州市,5
,钵舜咨询,民营企业,15-50人,企业服务/咨询,16,上海,上海,9
,铁山档案,中外合资企业,150-500人,交通/贸易/物流,23,上海,上海,7
,铂众科技 ,,15-50人,半导体/集成电路/电子技术,13,广东,深圳,9
,铂数信息,民营企业,50-150人,投资/经济/财会/金融,39,广东,深圳,8
,铂联通信,民营企业,50-150人,电子/通信/硬件,38,上海,上海,8
,铂锐汽车科技,民营企业,150-500人,制造/汽车/机械,27,上海,上海,7
,银城浙江,股份制企业,150-500人,房产/家居/物业/建筑,2,浙江,,7
,银座家居中心店,国有企业,50-150人,房产/家居/建筑/物业,15,山东,济南,8
,银河互联网电视,民营企业,150-500人,互联网/游戏/软件,14,北京,北京,7
,银河水滴,民营企业,50-150人,互联网/游戏/软件,10,北京,北京,8
,银河移民,民营企业,50-150人,互联网/游戏/软件,5,广东省,深圳市,8
,银瑞沣,民营企业,50-150人,金融/经济/投资/财会,10,广东,广州,8
,银马广告,民营企业,50-150人,传媒/广告/展览/公关,36,上海,上海,8
,铸成律所,民营企业,150-500人,咨询/企业服务,49,北京,北京,7
,铼博,民营企业,少于15人,化工/能源/环保,5,上海,上海,10
,链仓科技,民营企业,50-150人,交通/贸易/物流,29,上海,上海,8
,锂电材料处理专家,民营企业,15-50人,化工/能源/环保,25,上海,上海,9
,锐捷网络,股份制企业,2000人以上,电子/通信/硬件,184,福建,成都市/市辖区/苏州市/南京市/福州市,5
,锐明技术,外资企业,2000人以上,电子/通信/硬件,53,广东,深圳,5
,锐美无限,民营企业,50-150人,农林牧渔/其他,9,北京,北京,8
,锐腾,民营企业,50-150人,电子/通信/硬件,12,江苏,苏州,8
,锐诚,民营企业,150-500人,快消/百货/批发/零售,55,福建,泉州,7
,锐豪建设,民营企业,15-50人,房产/家居/物业/建筑,4,陕西,西安,9
,锐进,民营企业,150-500人,交通/贸易/物流,4,湖北,武汉,7
,锡鼎智能,民营企业,150-500人,培训/教育,50,上海,上海,7
,锦屹影视传媒,股份制企业,50-150人,传媒/广告/展览/公关,26,云南,昆明,8
,锦棠教育,民营企业,15-50人,教育/培训,10,天津,天津,9
,锦欣集团,民营企业,2000人以上,生物/健康/制药/医疗,354,四川,黄石市/深圳市/成都市/内江市,5
,锦江酒店（中国区）,民营企业,2000人以上,餐饮/酒店/旅游/娱乐,23,广东,深圳,5
,锦泓安家不动产,民营企业,150-500人,房产/家居/建筑/物业,18,四川,四川,7
,锦泓时装集团,民营企业,2000人以上,快消/百货/批发/零售,45,上海市,市辖区,5
,锦泰电力,民营企业,150-500人,化工/能源/环保,35,广东,河源,7
,锦浪基金,民营企业,少于15人,金融/经济/投资/财会,5,重庆市,重庆,10
,锦澜,民营企业,50-150人,咨询/企业服务,18,山东,烟台,8
,锦瑞汽车,民营企业,150-500人,制造/汽车/机械,90,安徽,合肥,7
,锦篮基因,民营企业,50-150人,医疗/健康/制药/生物,5,北京,北京,8
,锦翰网络科技,民营企业,50-150人,汽车/机械/制造,11,广东,广州,8
,镁伽,民营企业,150-500人,不限,298,北京,北京,7
,镓祥科技,民营企业,50-150人,房产/家居/建筑/物业,17,江苏,苏州,8
,长乐血液透析中心,民营企业,50-150人,生物/健康/制药/医疗,6,福建,福州,8
,长信科技,股份制企业,2000人以上,制造/汽车/机械,41,安徽,芜湖,5
,长光科技,民营企业,150-500人,电子/通信/硬件,14,,,7
,长城人寿保险,股份制企业,150-500人,金融/经济/投资/财会,14,安徽省,合肥市,7
,长城信息,股份制企业,500-2000人,电子/通信/硬件,106,湖南省,长沙市,6
,长城软件,民营企业,500-2000人,互联网/游戏/软件,8,北京,北京,6
,长威科技,股份制企业,500-2000人,互联网/游戏/软件,24,福建,福州,6
,长安新生,民营企业,500-2000人,金融/经济/投资/财会,37,山东省,青岛市,6
,长峰金鼎,民营企业,150-500人,不限,6,河北,保定,7
,长春伊利,民营企业,2000人以上,快消/百货/批发/零售,42,吉林,长春,5
,长春远大购物中心,民营企业,150-500人,快消/百货/批发/零售,27,吉林,长春,7
,长毛兔,民营企业,50-150人,软件/互联网/游戏,40,广东,广州,8
,长江商学院,,150-500人,教育/培训,1,北京,北京,7
,长沙国利,民营企业,500-2000人,电子/通信/硬件,1,湖南,长沙,6
,长沙星兴万物科技有限公司,股份制企业,15-50人,软件/互联网/游戏,14,湖南,长沙,9
,长沙晶易医药,民营企业,500-2000人,生物/健康/制药/医疗,243,湖南,长沙,6
,长沙潞帆,民营企业,50-150人,不限,52,湖南,长沙,8
,长沙瑶华半导体科技有限公司,民营企业,150-500人,电子/通信/硬件,41,湖南,长沙,7
,长沙锦鸿堂生物科技有限公司,民营企业,150-500人,生物/健康/制药/医疗,33,湖南,长沙,7
,长虹,国有企业,2000人以上,电子/通信/硬件,59,四川,绵阳,5
,长鹰信质,股份制企业,2000人以上,汽车/机械/制造,118,浙江,台州,5
,闪捷信息,民营企业,500-2000人,软件/互联网/游戏,108,全国,,6
,闪梭传媒,民营企业,15-50人,广告/传媒/公关/展览,11,北京,北京,9
,闪电购,,150-500人,互联网/游戏/软件,2,浙江省,杭州市,7
,闪策科技,民营企业,15-50人,软件/互联网/游戏,25,上海,上海,9
,问卷网,民营企业,500-2000人,软件/互联网/游戏,15,江苏,苏州,6
,闽交监理,国有企业,500-2000人,咨询/企业服务,26,福建,福州,6
,阅立咨询,民营企业,15-50人,咨询/企业服务,16,上海,上海,9
,阳光得实,民营企业,15-50人,电子/通信/硬件,19,福建,福州,9
,阳光心霖儿童公社,民营企业,150-500人,教育/培训,38,云南,昆明,7
,阳光通信,民营企业,2000人以上,金融/经济/投资/财会,15,湖北,武汉,5
,阿凡提娱乐,民营企业,15-50人,互联网/游戏/软件,32,北京,北京,9
,阿吉豆,民营企业,2000人以上,快消/百货/批发/零售,1,北京,北京,5
,阿杏投资,民营企业,15-50人,投资/经济/财会/金融,54,上海,上海,9
,阿特拉斯·科普柯,外资企业,500-2000人,制造/汽车/机械,42,上海,上海,6
,阿特斯嘉兴研究院,外资企业,50-150人,化工/能源/环保,21,浙江,嘉兴,8
,阿莱德,股份制企业,150-500人,电子/通信/硬件,21,上海,上海,7
,陆家嘴国泰,外资企业,150-500人,金融/经济/投资/财会,22,天津,天津,7
,陆泽科技,民营企业,150-500人,互联网/游戏/软件,19,北京,北京,7
,陇原情,民营企业,50-150人,快消/百货/批发/零售,22,甘肃,定西,8
,陈屋围陈皮,民营企业,15-50人,快消/百货/批发/零售,37,广东,江门,9
,陕汽商用车,国有企业,2000人以上,制造/汽车/机械,79,陕西,宝鸡,5
,陕西万唯中考,民营企业,500-2000人,培训/教育,123,陕西,西安,6
,陕西久润教育科技有限公司,合伙企业,50-150人,企业服务/咨询,2,陕西,西安,8
,陕西俊华装饰工程有限公司,民营企业,15-50人,房产/家居/建筑/物业,49,陕西,西安,9
,陕西四季舒适家环境科技有限公司,民营企业,15-50人,房产/家居/物业/建筑,10,陕西,西安,9
,陕西耀创文化传媒有限公司,民营企业,150-500人,广告/传媒/公关/展览,11,陕西,西安,7
,陕西聚信长安信息咨询有限公司,民营企业,50-150人,投资/经济/财会/金融,46,陕西,西安,8
,陕西黑猫,股份制企业,2000人以上,化工/能源/环保,49,陕西,渭南,5
,陶醉天下,外资企业,15-50人,医疗/健康/制药/生物,10,广东,深圳,9
,隆平生物技术,股份制企业,50-150人,生物/健康/制药/医疗,9,海南,三亚,8
,隆通,民营企业,15-50人,电子/通信/硬件,13,宁夏,银川,9
,随申行,国有企业,50-150人,贸易/交通/物流,42,上海,上海,8
,随训通,民营企业,2000人以上,互联网/移动互联网/电子商务,401,全国,全国,5
,隐适美 Align Technology,外资企业,150-500人,医疗/健康/制药/生物,17,上海,上海,7
,雅各贸易,民营企业,50-150人,快消/百货/批发/游戏/零售/软件/互联网,128,湖南/湖南省,长沙市/长沙,8
,雅培,外资企业,2000人以上,医疗/健康/制药/生物,14,上海,上海,5
,雅居乐城市更新集团,民营企业,150-500人,房产/家居/物业/建筑,39,广东,广州,7
,雅济科技,民营企业,150-500人,医疗/健康/制药/生物,31,广东,深圳,7
,雅苑软装设计有限公司,民营企业,50-150人,房产/家居/建筑/物业,29,重庆市,重庆,8
,集光通达,股份制企业,50-150人,电子/通信/硬件,9,北京,北京,8
,集睿致远（ASL）,民营企业,50-150人,电子/通信/硬件,125,北京,北京,8
,雪族科技,民营企业,15-50人,软件/互联网/游戏,51,北京,北京,9
,零壹空间,民营企业,150-500人,不限,51,重庆市,重庆,7
,零壹触控,民营企业,15-50人,汽车/机械/制造,11,广东,佛山,9
,零壹零陆,外资企业,15-50人,软件/互联网/游戏,22,山东,青岛,9
,零点有数,民营企业/股份制企业,500-2000人,咨询/企业服务,63,广东,广州市,6
,零食有鸣成都,民营企业,150-500人,快消/百货/批发/零售,4,四川,四川,7
,雷丰基金,民营企业,15-50人,金融/经济/投资/财会,5,广东,深圳,9
,雷利电机,民营企业,2000人以上,汽车/机械/制造,6,江苏,常州,5
,雷笛森,股份制企业,15-50人,广告/传媒/公关/展览,1,北京,北京,9
,霖思网络,民营企业,15-50人,互联网/游戏/软件,34,浙江,杭州,9
,霸宝文化,民营企业,15-50人,传媒/广告/展览/公关,10,上海,上海,9
,青叶软件,民营企业,50-150人,互联网/游戏/软件,83,福建,厦门,8
,青塔科技,民营企业,50-150人,软件/互联网/游戏,16,浙江,杭州,8
,青壹文化传媒,民营企业,50-150人,互联网/游戏/软件,5,广东,广州,8
,青岛中远达国际物流有限公司,民营企业,15-50人,交通/贸易/物流,20,山东,青岛,9
,青岛乐为出国留学咨询服务有限公司,民营企业,50-150人,教育/培训,17,山东,青岛市,8
,青岛云路先进材料技术股份有限公司,民营企业,500-2000人,汽车/机械/制造,98,山东,青岛,6
,青岛富欣城轨科技有限公司,国有企业,15-50人,互联网/游戏/软件,55,山东,青岛市,9
,青岛昊宇重工,民营企业,500-2000人,环保/化工/能源,54,山东,青岛,6
,青岛正大,外资企业,2000人以上,快消/百货/批发/零售,9,山东,青岛,5
,青岛泓远晟庭资产管理,合伙企业,少于15人,金融/经济/投资/财会,8,山东,青岛,10
,青岛海名信电子有限公司,民营企业,150-500人,电子/通信/硬件,6,山东,青岛,7
,青岛联信商务咨询有限公司南京分公司 ,民营企业,50-150人,投资/经济/财会/金融,30,江苏,南京,8
,青岛联信苏州分公司,外资企业,50-150人,金融/经济/投资/财会,10,江苏,苏州,8
,青岛译游互动科技中心,民营企业,50-150人,互联网/游戏/软件,18,山东,青岛,8
,青岛辉繁茂,民营企业,50-150人,交通/贸易/物流,31,山东,青岛,8
,青木数字,股份制企业,500-2000人,软件/互联网/游戏,122,上海,上海,6
,青树电商,民营企业,50-150人,不限,10,广东,广州,8
,青椒不辣,民营企业,15-50人,传媒/广告/展览/公关,19,陕西,西安,9
,青研社,民营企业,少于15人,教育/培训,10,广东,深圳,10
,靓康园医药有限公司,民营企业,150-500人,医疗/健康/制药/生物,11,湖北,武汉,7
,靖凯开源,民营企业,50-150人,互联网/游戏/软件,9,广东,广州,8
,静想Calmthink,民营企业,少于15人,房产/家居/物业/建筑,33,上海,上海,10
,非夕机器人,民营企业,150-500人,电子/通信/硬件,267,上海,上海,7
,非方格,民营企业,15-50人,互联网/游戏/软件,9,福建,漳州,9
,鞍山七彩,股份制企业,500-2000人,化工/能源/环保,13,辽宁,鞍山,6
,韦伯科创活动中心世豪中心,民营企业,50-150人,教育/培训,2,四川,四川,8
,韦莱韬悦,外资企业,2000人以上,企业服务/咨询,7,北京,北京,5
,音书,社会团体,少于15人,公共事业/NGO/政府,13,广东,广州,10
,音信云,民营企业,50-150人,互联网/游戏/软件,14,湖北,武汉,8
,音百分声乐艺术培训,合伙企业,50-150人,教育/培训,23,北京,北京,8
,韵豪商务,民营企业,15-50人,传媒/广告/展览/公关,74,上海,上海,9
,韶瑞重工,外资企业,150-500人,汽车/机械/制造,59,广东,韶关,7
,韶音科技,民营企业,2000人以上,电子/通信/硬件,181,广东,深圳,5
,顺丰速运 ,民营企业,2000人以上,贸易/交通/物流,21,广西壮族自治区/全国,南宁市,5
,顺电,股份制企业,2000人以上,农林牧渔/其他,17,广东省/北京市,深圳市/市辖区,5
