"所属公司","公司性质","公司规模","公司所在行业","公司所在地","职位所在地","JD数量"
"云合智网","股份制企业","150-500人","电子/通信/硬件","浙江/杭州","南京市雨花台区","8"
"云合智网","股份制企业","150-500人","电子/通信/硬件","浙江/杭州","成都市高新区","8"
"江波龙","股份制企业","500-2000人","电子/通信/硬件","广东/深圳","深圳市南山区科技园\u002F中山市翠亨新区","15"
"海兴电力","民营企业","2000人以上","汽车/机械/制造","浙江/杭州","杭州市拱墅区莫干山路1418-35号","15"
"凯尔科技","民营企业","50-150人","化工/能源/环保","北京市/北京",,"12"
"龙御装饰","民营企业","少于15人","房产/家居/物业/建筑","广东/广州","广州市花都区三东大道西30号飞翔大厦二楼","15"
"21世纪不动产","民营企业","50-150人","房产/家居/物业/建筑","天津市/天津","天津市","16"
"归领医疗","民营企业","50-150人","医疗/健康/制药/生物","浙江","杭州市余杭区","9"
"丰疆智能","股份制企业","500-2000人","电子/通信/硬件","广东/深圳","卫星大厦","27"
"21世纪不动产","民营企业","15-50人","房产/家居/物业/建筑","四川/成都","拉萨市城关区江冲路与江苏大道交叉口西北50米","9"
"天津中原地产","外资企业","500-2000人","房产/家居/物业/建筑","天津市","天津市南开区、河西区全境就近工作","18"
"ST","外资企业","150-500人","电子/通信/硬件","深圳","深圳市南山区科苑南路-中国储能大厦48层D、E单元","14"
"乐有家","民营企业","2000人以上","房产/家居/物业/建筑","全国","广东省深圳市福田区","36"
"惠泰医疗","外资企业","150-500人","医疗/健康/制药/生物","深圳","广州当地homebase","13"
"链家地产","外资企业","2000人以上","房产/家居/物业/建筑","北京","朝阳区安立路28号院3号楼底商链家","8"
"四川佳能达医药贸易有限责任公司","民营企业","2000人以上","医疗/健康/制药/生物","四川/成都","成都市青羊区青羊工业园N区28栋2楼","17"
"广药器化","外资企业","150-500人","医疗/健康/制药/生物","广东/广州","广州市荔湾区和平西路138号","14"
"英赛斯","民营企业","50-150人","医疗/健康/制药/生物","江苏/苏州",,"18"
"创仕鼎电子","国有企业","150-500人","电子/通信/硬件","广东/深圳","深圳市光明区凤凰街道塘尾社区南太云创谷3栋1801","33"
"厚润生物","民营企业","50-150人","医疗/健康/制药/生物","四川/成都","成都市金牛区飞大壹号广场2号门22楼","28"
"芒果树少儿英语","合伙企业","15-50人","教育/培训","广东/佛山","顺德大良","18"
"先声药业","民营企业","2000人以上","医疗/健康/制药/生物","南京","秦皇岛当地办事处","16"
"领地地产","民营企业","2000人以上","房产/家居/物业/建筑","四川/成都","成都市高新区天府二街151号领地环球金融中心47楼","12"
"复旦张江","股份制企业","500-2000人","医疗/健康/制药/生物","上海市/上海","按期望就近安排医院","373"
"上海链家","民营企业","2000人以上","房产/家居/物业/建筑","上海市/上海","上海市长宁区茅台路708号","20"
"鸿信直贷","民营企业","15-50人","金融/经济/投资/财会","浙江/杭州","浙江省杭州市上城区四季青街道富春路308-309号华城国际发展大厦13楼1306","17"
"哼哈科技","股份制企业","少于15人","互联网/游戏/软件","辽宁","全国职位，详情在职位描述中说明","12"
"先声药业","民营企业","2000人以上","医疗/健康/制药/生物","南京","南昌市西湖区万家城","14"
"芯皓电子","民营企业","15-50人","交通/贸易/物流","广东/深圳","深圳市福田区世纪汇交通银行大厦","21"
"乐有家","民营企业","2000人以上","房产/家居/物业/建筑","广东","中山东区紫马奔腾广场6座2楼","12"
"育杰投资集团-鑫宝通分公司","民营企业","150-500人","金融/经济/投资/财会","河北/石家庄","石家庄\u002F辛集","15"
"上海房乐多","民营企业","15-50人","房产/家居/物业/建筑","上海市/上海","上海松江区沪亭北路218号九里工坊D座","52"
"津冠纸品","民营企业","50-150人","交通/贸易/物流","广东/广州","广州市黄埔区黄埔东路4338号107汇科智谷A1栋3楼302室","40"
"碧桂园","民营企业","2000人以上","房产/家居/物业/建筑","广东","东莞市","12"
"珀金埃尔默","外资企业","2000人以上","医疗/健康/制药/生物","上海市/上海","珠海市","15"
"科晶环保","民营企业","50-150人","汽车/机械/制造","江苏/无锡","无锡市惠山区智慧路1号清华创新大厦","18"
"亦盛科技","民营企业","50-150人","化工/能源/环保","广东/广州","广州开源大道11号科技企业加速器C4栋201","16"
"麦田房产","民营企业","2000人以上","房产/家居/物业/建筑","北京市","北京市海淀区","10"
"天创时尚","股份制企业","2000人以上","快消/百货/批发/零售","广州","广州市南沙区东涌镇银沙大街31号天创总部","9"
"自橙壹派","民营企业","15-50人","广告/传媒/公关/展览","广东/广州","广州市越秀区东风东路699号广东港澳中心君铂国际1701室（广东省文化厅旁）","18"
"珀金埃尔默","外资企业","2000人以上","医疗/健康/制药/生物","上海市/上海","张衡路1670号","31"
"知得失","民营企业","50-150人","企业服务/咨询","广东/广州","广州市黄埔区绿地中央广场A3栋501-504","34"
"乐有家","民营企业","2000人以上","房产/家居/物业/建筑","全国","广州、深圳皆可就近安排","15"
"迪安诊断","民营企业","2000人以上","医疗/健康/制药/生物","浙江/杭州","福州市马尾区儒江东路68号1号楼","18"
"顺丰速运","民营企业","2000人以上","不限","广东","中山市三角镇金鲤南路12号","13"
"赛诺",,"50-150人","农林牧渔/其他","广州","广州白云区机场路1718号悦成商务中心","17"
"迪安诊断","民营企业","2000人以上","医疗/健康/制药/生物","浙江/杭州","上海市杨浦区翔殷路128号上海理工大学科技园内","19"
"美的置业","民营企业","2000人以上","房产/家居/物业/建筑","广东/佛山","佛山市顺德区北滘镇美的置业写字楼","13"
"冀荣药业","民营企业","50-150人","医疗/健康/制药/生物","河北/石家庄","石家庄市藁城区循环化工园区","21"
"领跑体育","事业单位","50-150人","教育/培训","广东/深圳","广东省深圳市龙岗区坂田街道万科星火ONLINE7栋222A","16"
"龙湖地产","民营企业","500-2000人","房产/家居/物业/建筑","江苏/南京","南京市","10"
"长沙龙湖","民营企业","50-150人","房产/家居/物业/建筑",,"湖南省长沙市岳麓区龙湖江与城营销中心","14"
"浙江链家","民营企业","2000人以上","房产/家居/物业/建筑","浙江/杭州","全杭州","14"
"广州大策","民营企业","150-500人","房产/家居/物业/建筑","广东/广州","广州市白云区保利珑玥公馆","13"
"乐有家控股集团","民营企业","2000人以上","房产/家居/物业/建筑","深圳","深圳龙岗、宝安、龙华、福田、南山、罗湖等就近安排","8"
"深圳乐有家控股集团",,"2000人以上","房地产服务(物业管理/地产经纪)","全国/全国","天津市南开区南开区乐有家","14"
"福州麦田房产","民营企业","2000人以上","房地产服务(物业管理/地产经纪)","福建/福州","福州市区","8"
"长沙锦鸿堂生物科技有限公司","民营企业","150-500人","医疗/健康/制药/生物","湖南/长沙","长沙市长沙县星沙街道财富港湾一单元1901","17"
"深圳乐有家控股集团",,"2000人以上","房地产服务(物业管理/地产经纪)","全国/全国","深圳市南山区西丽乐有家","15"
"上海嘉合生物","民营企业","50-150人","医疗/健康/制药/生物","上海市","江苏\u002F南京\u002F玄武区 龙蟠路155号(东临新庄花卉市场西临赞成湖畔居)紫金联合立方广场2幢","12"
"三把刀（重庆）营销策划有限公司","民营企业","150-500人","餐饮/酒店/旅游/娱乐","重庆市/重庆","渝北区山顶道国宾城11栋29楼2914","17"
"广州久道家用电器有限公司","民营企业","50-150人","汽车/机械/制造","广东/广州","番禺区市莲路碁地大街一号四楼（石碁中学对面金港渔村楼上四楼）","20"
"乐有家","民营企业","2000人以上","房产/家居/物业/建筑","全国","广东省中山市奔腾广场","11"
"中山乐有家云锦分行","民营企业","2000人以上","房产/家居/物业/建筑","广东","广东省中山市东区紫马奔腾6座2层","21"
"中山乐有家云锦分行","民营企业","2000人以上","房产/家居/物业/建筑","广东","广东省深圳市福田区八卦岭安杰尔大厦15楼","11"
"21世纪不动产","合伙企业","15-50人","不限","北京市/北京","北京市房山区良乡苏庄","27"
"云尚置业","民营企业","15-50人","房产/家居/物业/建筑","广东/广州","广州白云区云苑直街13-15号首层自编103云尚置业","10"
"泰永长征","民营企业","500-2000人","电子/通信/硬件","广东/深圳","全国职位，详情在职位描述中说明","15"
"贝壳找房","民营企业","2000人以上","房产/家居/物业/建筑","陕西/西安","万科金域东郡","10"
"北京链家","民营企业","2000人以上","房产/家居/物业/建筑","北京","北京二环到六环就近安排","14"
"乐有家房地产","股份制企业","2000人以上","房产/家居/物业/建筑","广东","中山市南朗镇岭南路盈彩美地二分行1幢2卡","16"
"英策投资","民营企业","150-500人","房产/家居/物业/建筑","西安","西安市雁塔区锦业路绿地中心","14"
"北京链家",,"2000人以上","房产/家居/物业/建筑","北京","昌平区北七家镇蓬莱苑商务酒店链家地产","14"
"龙湖塘鹅租售","民营企业","2000人以上","房产/家居/物业/建筑","全国","重庆市主城区均有门店","11"
"21世纪不动产","民营企业","50-150人","房产/家居/物业/建筑","天津市/天津","北辰区天马道店","7"
"乐有家控股集团","民营企业","2000人以上","房产/家居/物业/建筑","深圳","全国职位，详情在职位描述中说明","11"
"自如网","民营企业","2000人以上","互联网/游戏/软件","杭州",,"15"
"联建建设","民营企业","少于15人","房产/家居/物业/建筑","广东/广州","广州市天河区宦溪西路36号C栋","13"
"原子比特","民营企业","50-150人","互联网/游戏/软件","北京","北京是朝阳区尚屹文园A203","22"
"麦田房产","民营企业","2000人以上","房产/家居/物业/建筑","北京市","回龙观","23"
"乐有家 ","民营企业","2000人以上","房产/家居/物业/建筑","全国","广东省深圳市龙华新区龙华街道东环一路壹城中心花园（A824-0126）二期1栋124","11"
"宜美智科技","民营企业","500-2000人","电子/通信/硬件","广东/深圳","全国职位，详情在职位描述中说明","9"
"RGF","民营企业","150-500人","互联网/游戏/软件","上海市/上海","上海市区","11"
"森特股份","股份制企业","500-2000人","房产/家居/物业/建筑","北京市/北京","北京市大兴区","5"
"自如网","民营企业","2000人以上","互联网/游戏/软件","杭州","全杭州就近分配","9"
